id,property_type,city,state,price,bedrooms,bathrooms,square_feet,sale_date,buyer_age,buyer_income,buyer_occupation,year_built,garage,lot_area
1008978,House,Vancouver,BC,771562.0,2,1,1162,2020-07-03,57,41031,Doctor,1951,0,8730
1008979,House,Calgary,QC,497576.0,3,2,3660,2019-12-22,42,46540,Artist,1960,1,3992
1008980,Condo,Montreal,ON,557097.0,1,3,2685,2021-10-14,29,81104,Artist,1999,0,8296
1008981,Condo,Ottawa,BC,670584.0,2,3,2970,2024-02-07,30,79782,Engineer,1973,1,3568
1008982,House,Toronto,BC,585012.0,2,1,1492,2018-02-19,48,118356,Manager,2006,0,4624
1008983,Apartment,Calgary,BC,542058.0,2,1,3280,2023-10-31,53,59533,Manager,1986,1,5908
1008984,House,Toronto,QC,126507.0,3,1,2836,2023-04-17,44,77237,Teacher,1984,0,6693
1008985,Condo,Montreal,BC,217990.0,4,1,1779,2016-08-08,43,41674,Manager,1970,0,7498
1008986,House,Vancouver,QC,473198.0,2,1,1693,2019-02-06,46,143666,Doctor,1991,1,6506
1008987,Condo,Ottawa,ON,535717.0,5,2,1918,2017-09-05,38,122109,Engineer,1962,1,2932
1008988,Condo,Ottawa,BC,488920.0,3,1,1000,2019-03-05,56,114565,Doctor,1957,0,4199
1008989,Condo,Vancouver,ON,563172.0,5,3,1316,2015-07-17,29,50926,Doctor,1996,1,7834
1008990,Condo,Montreal,ON,362222.0,2,2,1881,2018-05-08,62,132834,Artist,1989,1,2525
1008991,Condo,Ottawa,ON,649087.0,5,2,2277,2018-05-09,36,97713,Engineer,2012,0,1515
1008992,House,Toronto,AB,157083.0,2,3,1283,2022-10-20,62,125491,Artist,1985,1,2087
1008993,Apartment,Vancouver,ON,935439.0,1,2,2748,2019-12-11,61,62966,Teacher,2019,1,4570
1008994,Condo,Vancouver,QC,905442.0,3,3,1544,2024-02-13,60,49048,Engineer,1987,0,4038
1008995,Condo,Montreal,QC,629026.0,5,3,1526,2023-06-29,62,79731,Doctor,2000,0,2187
1008996,Apartment,Montreal,BC,605550.0,3,2,1081,2019-07-07,32,74060,Teacher,1980,1,8306
1008997,Apartment,Vancouver,ON,624463.0,1,2,2958,2024-07-02,43,96667,Entrepreneur,1956,1,4357
1008998,House,Toronto,AB,491263.0,5,1,3608,2022-07-25,55,137947,Entrepreneur,1969,1,1113
1008999,Apartment,Montreal,ON,187044.0,3,1,3747,2021-11-13,34,128214,Teacher,1958,1,7334
1009000,Condo,Ottawa,AB,888334.0,3,2,1383,2017-02-14,53,131071,Manager,1970,1,3636
1009001,Condo,Vancouver,QC,406703.0,3,3,3758,2020-10-11,61,123525,Artist,1956,0,2423
1009002,Condo,Toronto,QC,539533.0,4,1,1780,2017-11-19,62,132556,Teacher,1978,0,4413
1009003,Apartment,Vancouver,QC,649940.0,1,2,3946,2024-03-24,41,68959,Manager,1992,0,1371
1009004,House,Montreal,AB,781744.0,2,1,3019,2015-02-19,44,54839,Entrepreneur,1981,0,4283
1009005,Apartment,Vancouver,QC,326086.0,3,2,2988,2016-02-29,54,71037,Teacher,1983,1,7873
1009006,Condo,Vancouver,QC,888356.0,2,3,1491,2017-02-17,29,123146,Doctor,1990,1,3199
1009007,House,Ottawa,BC,751863.0,5,3,3364,2018-04-04,44,135079,Engineer,2018,0,7762
1009008,House,Vancouver,ON,145336.0,2,3,1789,2024-05-05,30,41528,Teacher,1970,0,2257
1009009,Condo,Montreal,BC,720052.0,3,3,1400,2022-10-30,62,76532,Engineer,1953,1,4886
1009010,Apartment,Montreal,QC,113933.0,5,2,2953,2024-12-13,26,127569,Manager,1951,0,9714
1009011,House,Calgary,BC,698151.0,3,3,1682,2024-09-01,47,53360,Teacher,1982,1,5225
1009012,Condo,Vancouver,ON,632141.0,5,2,2730,2015-02-04,53,123484,Teacher,1996,1,4366
1009013,House,Vancouver,AB,481218.0,4,2,2961,2018-12-09,58,56975,Teacher,1950,1,5456
1009014,Apartment,Montreal,ON,206777.0,3,2,2271,2018-10-14,41,69886,Doctor,1976,0,5319
1009015,House,Montreal,ON,862658.0,2,2,3826,2019-01-07,27,112152,Teacher,1996,1,4926
1009016,Apartment,Montreal,ON,773270.0,5,1,3268,2015-12-17,62,49498,Doctor,1950,0,2641
1009017,Apartment,Montreal,QC,640084.0,2,2,1963,2019-02-22,40,124279,Artist,1955,1,6502
1009018,Condo,Vancouver,BC,700846.0,3,1,3454,2023-02-25,58,58885,Engineer,1965,1,2600
1009019,Apartment,Ottawa,AB,721378.0,2,2,1261,2017-11-14,55,70807,Entrepreneur,2015,0,2190
1009020,Condo,Calgary,BC,364616.0,3,1,3420,2024-02-27,32,43062,Entrepreneur,1989,0,2444
1009021,House,Montreal,BC,442408.0,1,3,1533,2024-07-13,61,47081,Doctor,2004,1,4218
1009022,Condo,Toronto,QC,669507.0,1,2,1527,2023-03-01,49,102188,Doctor,1975,0,7962
1009023,Apartment,Montreal,AB,168019.0,4,2,1964,2018-03-12,55,140536,Artist,2007,1,4585
1009024,Condo,Ottawa,QC,878346.0,1,2,3916,2022-01-08,36,96212,Engineer,2004,1,7881
1009025,Apartment,Calgary,ON,562711.0,1,1,2254,2019-03-05,55,44244,Artist,2000,0,6478
1009026,Apartment,Toronto,ON,326265.0,3,2,2129,2015-12-30,36,91229,Artist,1971,0,5338
1009027,House,Montreal,QC,508073.0,3,1,1540,2022-06-19,59,115684,Manager,1962,1,5379
1009028,House,Montreal,QC,879421.0,3,3,2877,2024-01-17,63,124101,Engineer,1963,0,5694
1009029,Condo,Calgary,BC,851593.0,3,1,3870,2022-04-12,51,149942,Artist,1982,0,4931
1009030,Condo,Toronto,AB,854300.0,2,1,1459,2023-07-07,46,139355,Artist,2008,0,3044
1009031,Apartment,Vancouver,AB,711555.0,2,2,815,2018-04-30,50,89376,Teacher,1996,0,9575
1009032,Apartment,Vancouver,BC,536153.0,5,1,1750,2016-07-16,56,133638,Doctor,1976,1,6568
1009033,Apartment,Calgary,QC,134768.0,4,3,2834,2024-02-15,38,110319,Manager,1954,1,8889
1009034,House,Ottawa,QC,711544.0,3,1,1054,2015-09-13,47,101487,Teacher,2013,1,7409
1009035,House,Montreal,BC,185322.0,5,1,1674,2022-10-07,57,132996,Artist,2002,0,5601
1009036,Condo,Toronto,BC,944730.0,4,1,3977,2015-06-20,57,103690,Entrepreneur,1951,1,7887
1009037,Condo,Montreal,QC,967063.0,3,2,1865,2016-09-15,47,104831,Entrepreneur,1973,0,3273
1009038,Apartment,Montreal,BC,535822.0,3,2,3866,2021-03-10,56,130306,Manager,2008,1,2242
1009039,Condo,Toronto,QC,391230.0,2,1,2578,2021-03-14,53,59162,Engineer,1985,0,4689
1009040,Apartment,Calgary,ON,266475.0,1,2,1809,2020-10-02,36,99904,Teacher,2004,1,3580
1009041,House,Montreal,ON,136825.0,5,2,976,2016-04-01,58,64607,Doctor,1956,1,8342
1009042,Condo,Toronto,QC,108614.0,5,1,1487,2015-11-13,50,73491,Doctor,1972,1,2228
1009043,House,Vancouver,AB,280279.0,1,1,1362,2020-09-01,51,117908,Entrepreneur,2019,1,3895
1009044,Apartment,Toronto,ON,339052.0,2,3,2743,2020-11-12,47,107499,Entrepreneur,2020,0,5518
1009045,Apartment,Ottawa,AB,271165.0,2,2,1139,2018-06-26,62,47527,Artist,1995,1,3586
1009046,Apartment,Calgary,ON,554914.0,4,2,3408,2017-10-26,26,94261,Teacher,2011,1,3012
1009047,Condo,Ottawa,BC,878782.0,1,1,1941,2020-01-26,45,127537,Doctor,2004,1,3992
1009048,House,Vancouver,QC,273183.0,5,2,3822,2021-09-26,35,102870,Artist,1980,1,2300
1009049,Condo,Vancouver,ON,727757.0,3,2,1189,2017-12-30,52,42981,Teacher,1979,0,4612
1009050,Apartment,Vancouver,AB,649538.0,2,1,921,2021-01-04,61,146897,Doctor,1963,0,4055
1009051,Apartment,Vancouver,ON,508439.0,2,1,2163,2023-05-25,61,132461,Manager,2019,1,1452
1009052,Condo,Vancouver,QC,933116.0,4,2,1477,2021-08-31,25,135933,Manager,1972,0,5152
1009053,Apartment,Ottawa,BC,649004.0,4,3,3961,2023-03-20,54,72825,Manager,1968,0,2568
1009054,Apartment,Toronto,ON,855485.0,5,3,2872,2015-07-08,30,71404,Manager,1985,0,7485
1009055,Condo,Montreal,QC,927845.0,1,1,2645,2018-03-10,62,124761,Entrepreneur,1984,1,8646
1009056,Condo,Toronto,QC,387882.0,1,1,2742,2023-07-08,31,132877,Doctor,1967,0,7133
1009057,Apartment,Ottawa,ON,896426.0,2,1,1019,2024-07-12,53,109132,Entrepreneur,2021,1,2994
1009058,House,Montreal,QC,640913.0,1,3,3481,2023-01-11,58,52813,Entrepreneur,2014,1,9434
1009059,House,Montreal,AB,523317.0,2,1,2398,2022-12-19,36,136605,Doctor,2005,1,7948
1009060,Condo,Calgary,QC,349185.0,2,1,1345,2023-08-04,53,131586,Entrepreneur,1978,0,3238
1009061,Apartment,Calgary,AB,138365.0,2,1,1743,2024-01-10,54,62886,Artist,2009,1,9425
1009062,House,Ottawa,ON,795364.0,4,1,2377,2024-08-17,63,59463,Artist,1959,1,4494
1009063,Apartment,Toronto,BC,313278.0,2,1,3322,2020-08-29,47,61680,Entrepreneur,1971,0,5346
1009064,Apartment,Vancouver,QC,485438.0,4,1,3223,2016-04-18,51,103203,Artist,2005,0,8243
1009065,Apartment,Toronto,ON,605346.0,3,1,2239,2020-04-08,31,132558,Entrepreneur,1991,1,9129
1009066,Apartment,Calgary,BC,350196.0,2,2,3408,2024-11-12,59,106126,Manager,1969,0,6554
1009067,Condo,Calgary,QC,976091.0,5,2,1731,2018-12-18,31,49999,Teacher,1969,0,9072
1009068,Apartment,Montreal,ON,239785.0,2,2,3953,2021-10-02,35,122362,Manager,1984,1,6291
1009069,Apartment,Ottawa,QC,258970.0,2,3,3205,2019-11-24,53,49795,Engineer,1964,1,3815
1009070,Apartment,Calgary,BC,460907.0,1,3,1565,2022-11-16,34,75312,Manager,2016,0,1432
1009071,House,Vancouver,ON,166404.0,2,2,828,2024-11-19,28,77963,Engineer,1959,1,7192
1009072,Apartment,Toronto,BC,211755.0,3,2,2517,2023-05-31,29,100198,Doctor,1959,0,8196
1009073,Apartment,Calgary,QC,528886.0,4,1,3900,2021-08-12,50,54012,Engineer,1988,1,3485
1009074,Condo,Montreal,BC,898293.0,5,3,2458,2015-09-16,58,120304,Engineer,1962,1,8766
1009075,Apartment,Ottawa,ON,906358.0,4,1,2063,2019-05-25,41,73848,Entrepreneur,2011,1,7045
1009076,Apartment,Montreal,BC,342262.0,1,2,2967,2015-12-01,43,45951,Entrepreneur,1970,1,2051
1009077,Condo,Calgary,ON,445998.0,5,2,944,2024-04-25,55,70724,Doctor,2000,1,1145
1009078,Condo,Montreal,BC,891541.0,4,2,2329,2018-04-11,51,138028,Teacher,2019,1,7753
1009079,House,Montreal,BC,129083.0,2,1,3048,2015-11-22,62,123609,Manager,1959,0,7383
1009080,Apartment,Toronto,ON,315436.0,5,1,2033,2023-07-28,45,97951,Doctor,1980,1,5301
1009081,Apartment,Ottawa,QC,823042.0,1,3,2830,2020-05-14,62,148962,Teacher,2012,1,5051
1009082,Apartment,Vancouver,ON,539780.0,1,3,3704,2024-12-19,43,87698,Engineer,2021,0,2534
1009083,Apartment,Calgary,ON,964811.0,4,2,2132,2022-09-01,54,79402,Doctor,1991,0,1712
1009084,House,Montreal,QC,231109.0,3,1,1960,2020-04-21,32,111579,Doctor,1975,0,7553
1009085,Apartment,Montreal,AB,987555.0,3,1,1932,2020-11-26,34,129226,Teacher,1988,1,5586
1009086,Condo,Toronto,ON,214893.0,5,1,2316,2023-04-16,34,78132,Entrepreneur,1968,1,1958
1009087,Apartment,Toronto,AB,448462.0,1,3,3611,2015-07-13,55,95561,Manager,1982,0,3758
1009088,Apartment,Montreal,AB,757380.0,1,1,2684,2017-10-31,54,138212,Artist,1969,0,5069
1009089,Apartment,Montreal,ON,141479.0,1,1,2261,2022-08-22,41,109702,Entrepreneur,1952,1,8058
1009090,House,Vancouver,AB,591105.0,4,2,3868,2021-10-24,58,136094,Artist,1951,1,3045
1009091,Apartment,Toronto,AB,797863.0,1,3,3833,2015-04-13,61,107828,Doctor,1960,1,3552
1009092,House,Calgary,BC,655005.0,2,1,3389,2016-05-24,47,130581,Manager,2000,1,6898
1009093,Apartment,Toronto,AB,622586.0,5,1,3791,2015-09-16,59,90965,Doctor,1984,1,2560
1009094,Condo,Toronto,QC,545002.0,2,3,3902,2018-12-23,28,139628,Doctor,1971,1,9068
1009095,Apartment,Ottawa,AB,370138.0,4,2,2317,2017-07-01,32,57791,Manager,1969,0,6772
1009096,Apartment,Calgary,ON,213722.0,1,1,2050,2024-05-23,44,75237,Artist,1993,0,5694
1009097,Apartment,Vancouver,BC,843952.0,2,3,3839,2021-08-16,61,52375,Manager,1992,0,3687
1009098,Condo,Ottawa,AB,210969.0,1,2,1560,2019-04-11,42,103480,Engineer,2005,0,8779
1009099,Apartment,Calgary,BC,671805.0,4,2,1529,2020-11-25,60,149933,Doctor,1952,1,4124
1009100,Apartment,Calgary,QC,549330.0,5,3,2931,2018-12-30,63,77668,Manager,2004,1,8660
1009101,House,Toronto,ON,607365.0,1,1,3633,2017-09-15,43,126820,Artist,1986,0,7931
1009102,Apartment,Vancouver,QC,177368.0,4,3,3987,2018-06-09,46,143969,Artist,1980,0,9242
1009103,House,Ottawa,BC,132759.0,5,2,3835,2018-12-21,52,126374,Artist,1979,0,6057
1009104,Apartment,Calgary,ON,921385.0,4,1,3887,2015-11-28,47,100539,Engineer,1959,1,9807
1009105,House,Montreal,ON,861633.0,1,3,802,2021-07-04,53,130089,Doctor,1994,1,9852
1009106,House,Montreal,ON,225049.0,3,2,2497,2015-06-12,63,42993,Manager,1983,1,2528
1009107,House,Ottawa,AB,533398.0,4,1,2895,2016-05-03,50,141457,Manager,1958,1,8510
1009108,Apartment,Toronto,BC,759285.0,1,2,2082,2016-09-26,34,97012,Entrepreneur,1974,1,8000
1009109,Condo,Calgary,QC,781471.0,4,1,1389,2023-04-23,45,143330,Entrepreneur,1997,1,8744
1009110,House,Toronto,BC,755768.0,3,2,3123,2018-11-13,49,76668,Manager,1992,1,1985
1009111,House,Toronto,ON,617261.0,2,1,3823,2017-04-30,41,62496,Teacher,2022,0,1315
1009112,Apartment,Ottawa,BC,271672.0,5,2,2831,2023-06-21,41,81007,Manager,1984,0,8140
1009113,Apartment,Calgary,QC,376332.0,5,1,3822,2022-12-04,62,91356,Teacher,1972,0,5039
1009114,Condo,Calgary,BC,872276.0,5,2,1916,2021-01-17,47,74789,Manager,1984,1,4756
1009115,House,Ottawa,BC,822241.0,3,3,1340,2019-12-31,45,67218,Manager,1964,0,9094
1009116,House,Toronto,QC,949244.0,5,2,3180,2021-02-09,51,66835,Entrepreneur,1957,0,4430
1009117,House,Ottawa,QC,447220.0,1,1,1503,2024-12-10,25,107205,Manager,1988,0,4991
1009118,Condo,Toronto,QC,431055.0,1,3,3793,2021-12-03,59,122755,Manager,1999,0,6130
1009119,Apartment,Vancouver,AB,925217.0,3,1,979,2022-08-13,30,40648,Engineer,1973,1,8706
1009120,House,Vancouver,QC,675934.0,2,2,2303,2015-01-27,46,43200,Engineer,1954,1,1813
1009121,House,Vancouver,ON,443347.0,5,1,2112,2024-05-29,41,43071,Manager,1993,1,8286
1009122,Condo,Ottawa,QC,858623.0,3,1,1185,2022-05-19,57,115622,Entrepreneur,2019,0,9411
1009123,House,Toronto,ON,975591.0,5,3,1266,2017-11-14,40,111875,Entrepreneur,2020,0,4571
1009124,House,Calgary,BC,153603.0,2,3,1533,2015-08-14,35,145477,Doctor,1982,0,9132
1009125,Apartment,Calgary,AB,527444.0,3,1,3862,2023-04-21,55,107795,Entrepreneur,1955,0,2341
1009126,Condo,Montreal,QC,651386.0,4,2,1591,2024-12-10,25,136817,Entrepreneur,2017,1,3887
1009127,Apartment,Toronto,AB,909979.0,1,3,2872,2017-09-29,63,54928,Teacher,1966,0,3409
1009128,Apartment,Calgary,QC,559034.0,1,3,2963,2022-08-03,59,60828,Artist,1972,0,7813
1009129,Apartment,Toronto,QC,377560.0,4,2,1680,2020-12-12,38,143318,Engineer,1972,0,1140
1009130,Apartment,Ottawa,ON,512566.0,1,1,882,2015-02-03,49,132546,Engineer,1995,1,2872
1009131,Condo,Montreal,AB,416604.0,3,3,2267,2020-09-01,37,104457,Manager,2017,1,5983
1009132,Condo,Montreal,ON,914347.0,3,3,2928,2015-12-06,63,122612,Doctor,1954,0,6691
1009133,Condo,Ottawa,QC,910309.0,5,1,2958,2016-12-14,40,113052,Manager,2009,0,9498
1009134,House,Toronto,BC,879434.0,5,2,1461,2018-07-24,27,82097,Manager,1977,0,1056
1009135,Condo,Ottawa,ON,702263.0,1,1,1346,2015-03-26,42,125869,Artist,2017,0,2404
1009136,Condo,Montreal,ON,207620.0,1,2,2293,2019-05-28,50,105428,Manager,1995,0,8699
1009137,Condo,Montreal,AB,393432.0,1,2,3888,2016-01-09,35,107160,Entrepreneur,1991,1,8109
1009138,Condo,Calgary,AB,641720.0,3,2,1844,2022-11-27,62,70701,Teacher,2000,1,6237
1009139,Condo,Toronto,AB,460211.0,2,2,2851,2016-11-28,54,65514,Artist,1977,1,2670
1009140,Apartment,Ottawa,ON,841036.0,4,3,1942,2017-03-05,56,57461,Entrepreneur,1980,0,1067
1009141,Condo,Vancouver,ON,903556.0,3,2,846,2017-08-14,60,102536,Artist,2011,1,4816
1009142,Apartment,Toronto,QC,781093.0,2,1,917,2016-02-14,28,52914,Entrepreneur,1950,0,6457
1009143,House,Vancouver,AB,270870.0,2,3,1863,2024-06-07,35,100460,Entrepreneur,2013,1,4586
1009144,House,Toronto,BC,763252.0,1,1,2211,2024-06-18,39,44610,Teacher,2007,0,8179
1009145,Condo,Montreal,ON,998462.0,5,1,819,2022-03-01,34,64712,Engineer,1999,1,6598
1009146,Condo,Montreal,AB,924928.0,2,3,3751,2017-11-15,26,52927,Manager,2021,0,4834
1009147,Apartment,Vancouver,ON,564080.0,5,1,1544,2018-08-29,30,105861,Teacher,1998,0,9662
1009148,Condo,Vancouver,ON,379673.0,1,1,3514,2015-12-10,61,77971,Artist,1986,1,9761
1009149,House,Montreal,QC,647232.0,1,3,856,2019-01-20,54,56016,Teacher,1970,1,7602
1009150,Condo,Ottawa,QC,526608.0,3,2,1913,2021-05-08,34,78745,Artist,2004,1,4695
1009151,House,Vancouver,ON,952289.0,5,1,2657,2019-06-03,54,149114,Entrepreneur,1962,1,9091
1009152,Condo,Calgary,AB,758548.0,5,3,3882,2021-11-22,41,108016,Teacher,1987,0,1753
1009153,House,Ottawa,QC,948359.0,5,1,1636,2019-01-24,59,99134,Engineer,1977,0,1336
1009154,House,Vancouver,BC,556672.0,1,1,2941,2016-02-05,39,84102,Engineer,1966,1,2053
1009155,Apartment,Calgary,ON,394273.0,4,1,815,2021-12-22,63,64651,Manager,2002,0,8723
1009156,Condo,Ottawa,ON,201804.0,1,2,2529,2015-02-17,33,40628,Manager,1951,1,2154
1009157,Condo,Vancouver,ON,742957.0,2,3,1914,2017-08-06,61,134557,Artist,2018,1,4317
1009158,Condo,Montreal,ON,281465.0,3,1,853,2018-08-27,33,119779,Artist,1989,1,6197
1009159,Condo,Ottawa,AB,465271.0,1,2,2923,2022-07-05,45,108036,Manager,1978,0,3493
1009160,Condo,Toronto,QC,765099.0,1,3,1158,2023-11-25,44,47713,Artist,1971,0,4761
1009161,Apartment,Toronto,QC,171346.0,1,3,1248,2018-08-27,63,116258,Entrepreneur,1965,1,8053
1009162,House,Vancouver,ON,573672.0,2,2,3355,2019-11-15,49,135131,Teacher,2022,1,5403
1009163,Condo,Vancouver,ON,259747.0,3,1,2324,2024-07-18,28,124649,Engineer,1984,1,2467
1009164,House,Calgary,ON,778532.0,3,2,2528,2021-04-08,57,64344,Doctor,2005,0,8258
1009165,House,Vancouver,BC,714987.0,3,1,2470,2020-04-11,34,65848,Engineer,1986,1,6266
1009166,Apartment,Calgary,AB,771916.0,4,3,926,2016-06-01,49,90313,Manager,1967,0,6558
1009167,Apartment,Calgary,BC,668970.0,1,2,1828,2018-07-15,50,147676,Manager,2004,0,7733
1009168,House,Ottawa,QC,964091.0,1,2,3497,2021-12-22,40,57274,Manager,1971,0,7223
1009169,Apartment,Calgary,AB,199829.0,2,3,3222,2019-05-25,41,135144,Engineer,1975,1,8017
1009170,House,Montreal,AB,573813.0,3,2,2623,2020-11-13,62,70196,Engineer,1981,1,7890
1009171,Condo,Calgary,ON,262562.0,5,1,3464,2019-03-23,52,69976,Artist,1992,0,3300
1009172,House,Calgary,BC,857268.0,4,1,3653,2016-08-25,53,122008,Manager,1957,1,1767
1009173,Apartment,Vancouver,AB,119082.0,1,2,3387,2020-01-09,44,93300,Manager,2003,0,6820
1009174,Apartment,Calgary,AB,424508.0,4,2,3692,2021-04-07,49,102225,Doctor,1964,0,4956
1009175,Condo,Calgary,BC,417008.0,4,2,3922,2018-03-15,60,58183,Manager,2022,1,5640
1009176,Condo,Calgary,BC,685678.0,5,1,3867,2016-04-13,41,146956,Engineer,2011,1,9334
1009177,Apartment,Calgary,BC,699167.0,2,1,1326,2022-07-28,62,65846,Engineer,1972,1,6049
1009178,Condo,Calgary,ON,556235.0,3,1,2038,2021-04-06,40,58244,Teacher,2018,1,2752
1009179,Apartment,Ottawa,BC,540732.0,1,1,2973,2024-12-28,51,70627,Manager,1973,0,8150
1009180,Apartment,Calgary,BC,638179.0,4,1,2368,2023-11-14,56,117689,Artist,1991,1,2857
1009181,Apartment,Vancouver,QC,246839.0,5,3,1283,2023-02-22,54,58573,Doctor,1950,0,4092
1009182,Apartment,Calgary,BC,252172.0,1,3,1877,2023-06-22,34,131525,Doctor,1993,1,4158
1009183,Condo,Vancouver,AB,356151.0,2,1,1533,2016-10-31,31,122595,Doctor,2008,1,7213
1009184,Condo,Montreal,AB,497943.0,3,3,2538,2020-06-30,46,145239,Artist,1955,0,1181
1009185,House,Montreal,BC,590265.0,1,3,1522,2023-10-18,51,131736,Teacher,1985,1,4240
1009186,House,Toronto,BC,900970.0,3,1,1262,2017-04-30,31,147341,Engineer,1958,1,3880
1009187,Apartment,Toronto,AB,373666.0,1,3,2111,2020-06-14,50,98271,Teacher,1987,0,3110
1009188,Condo,Ottawa,QC,399146.0,3,2,3066,2021-12-12,37,55519,Doctor,1990,0,4036
1009189,Apartment,Vancouver,QC,368974.0,1,2,3042,2024-01-24,47,80543,Artist,1956,0,8516
1009190,House,Toronto,BC,261773.0,5,2,1725,2023-02-04,26,106090,Manager,1981,0,8333
1009191,Apartment,Calgary,ON,456273.0,1,3,2871,2016-06-09,50,58342,Artist,2015,0,7649
1009192,Apartment,Toronto,ON,774867.0,5,2,3809,2019-08-06,37,77201,Artist,1980,0,2821
1009193,Apartment,Vancouver,BC,472768.0,2,3,2309,2016-09-16,25,142994,Entrepreneur,1964,1,7939
1009194,Apartment,Vancouver,AB,412048.0,1,2,2944,2023-12-13,35,117139,Manager,2011,0,7166
1009195,Condo,Toronto,BC,407857.0,3,2,3352,2015-07-20,51,126204,Doctor,2009,1,5603
1009196,Condo,Ottawa,BC,198926.0,4,2,3270,2017-05-13,64,97188,Entrepreneur,1991,1,3948
1009197,House,Toronto,ON,651171.0,2,2,2777,2019-07-15,41,67384,Teacher,1957,1,3665
1009198,Condo,Vancouver,BC,240015.0,4,2,983,2022-11-05,36,131965,Doctor,1960,0,3387
1009199,Condo,Ottawa,ON,940934.0,4,2,1069,2022-02-15,54,139232,Teacher,2018,0,8995
1009200,Apartment,Montreal,ON,666512.0,2,3,2946,2021-11-13,28,123320,Doctor,1968,0,7994
1009201,Apartment,Vancouver,QC,375512.0,5,1,2591,2019-12-11,58,114051,Entrepreneur,1978,1,9770
1009202,Condo,Vancouver,BC,457296.0,1,3,3256,2022-10-13,47,60288,Teacher,1968,0,3658
1009203,House,Ottawa,ON,260168.0,4,1,1686,2016-04-26,26,41654,Doctor,1995,1,3206
1009204,Apartment,Calgary,ON,359417.0,2,1,3431,2020-04-15,36,136972,Artist,1985,0,6179
1009205,Apartment,Vancouver,AB,460864.0,1,3,2125,2019-02-25,50,113616,Manager,1994,0,5236
1009206,Condo,Ottawa,AB,323935.0,3,2,1293,2024-12-16,55,49129,Engineer,2001,1,7924
1009207,Apartment,Calgary,QC,270267.0,5,2,3483,2024-09-25,60,44241,Engineer,1994,0,5262
1009208,Condo,Calgary,ON,749053.0,2,2,1607,2021-01-21,64,73696,Artist,1995,0,3757
1009209,Condo,Ottawa,QC,321619.0,4,1,3062,2017-04-23,36,75948,Teacher,1959,1,2698
1009210,Condo,Toronto,ON,806733.0,1,3,1595,2022-12-17,34,107718,Engineer,2011,1,9822
1009211,House,Montreal,QC,287244.0,3,3,1574,2022-06-24,52,80086,Engineer,2010,1,4443
1009212,Condo,Toronto,ON,836679.0,2,3,1590,2016-05-14,34,120636,Manager,1981,1,7355
1009213,Apartment,Toronto,AB,303785.0,5,1,2150,2015-02-16,36,85050,Teacher,2021,1,7929
1009214,Condo,Toronto,AB,177749.0,2,2,2819,2021-07-27,51,42515,Entrepreneur,1978,0,9614
1009215,House,Ottawa,ON,247686.0,5,1,1315,2016-06-02,43,112604,Engineer,1966,1,3421
1009216,House,Vancouver,AB,718830.0,1,2,3260,2020-07-06,32,133408,Engineer,1981,0,1443
1009217,Apartment,Toronto,AB,560971.0,3,2,2804,2015-04-03,51,41402,Engineer,1995,0,7921
1009218,Apartment,Vancouver,QC,530579.0,5,3,1394,2017-11-13,57,117176,Teacher,1968,0,3073
1009219,Condo,Ottawa,ON,815485.0,4,3,3236,2023-08-16,43,106345,Teacher,1966,0,4463
1009220,Condo,Ottawa,BC,549021.0,2,3,1833,2024-12-07,44,145000,Engineer,2002,1,5681
1009221,Condo,Vancouver,BC,407995.0,1,1,2083,2017-06-19,57,61824,Entrepreneur,1976,0,6564
1009222,Condo,Montreal,QC,235334.0,1,2,3562,2015-05-22,38,82997,Entrepreneur,1958,0,4605
1009223,Apartment,Vancouver,QC,526457.0,5,3,1032,2023-09-30,32,98342,Manager,1978,1,2821
1009224,House,Vancouver,QC,127417.0,4,1,2235,2018-09-08,63,125438,Teacher,1951,0,1433
1009225,House,Ottawa,QC,873483.0,1,1,3295,2018-03-25,45,78819,Doctor,2008,0,7046
1009226,Apartment,Vancouver,ON,113440.0,1,2,2554,2021-09-17,45,58827,Engineer,1973,0,9514
1009227,Apartment,Montreal,AB,770805.0,5,3,2487,2017-05-05,52,92608,Teacher,1984,0,8484
1009228,Apartment,Vancouver,QC,429302.0,5,3,2630,2015-06-24,45,84286,Entrepreneur,1982,0,8797
1009229,Condo,Toronto,ON,230520.0,5,3,2486,2016-06-29,51,106974,Doctor,1958,0,5958
1009230,House,Ottawa,ON,505383.0,2,2,3729,2023-08-28,52,47442,Teacher,1956,0,7576
1009231,House,Calgary,AB,295489.0,3,2,2680,2020-01-05,40,86296,Teacher,1984,1,9096
1009232,Apartment,Vancouver,BC,554012.0,5,2,2641,2023-11-19,57,71233,Doctor,2018,1,1850
1009233,Apartment,Montreal,BC,883219.0,5,1,2909,2015-08-02,26,130021,Doctor,1975,1,8653
1009234,Apartment,Toronto,BC,916014.0,5,1,2940,2016-12-07,60,87851,Manager,2002,1,3820
1009235,Condo,Montreal,BC,679649.0,2,3,1406,2016-06-21,62,147784,Artist,1976,0,9388
1009236,House,Toronto,ON,396121.0,2,1,2545,2024-07-01,42,83729,Entrepreneur,2005,0,4558
1009237,Apartment,Montreal,BC,594737.0,4,3,3324,2022-04-10,36,136293,Engineer,1999,0,7140
1009238,Condo,Vancouver,ON,923866.0,1,3,2970,2018-02-17,34,96681,Doctor,1997,0,8629
